Industry,Date,County,High Wage Count,Cost of Living,Employment Count,Output Race
book stores and news dealers,2019-07-01,Los Angeles,0,80216,7596.0,White
book stores and news dealers,2019-07-01,Los Angeles,0,80216,7596.0,White
book stores and news dealers,2019-08-01,Los Angeles,0,80216,7596.0,White
book stores and news dealers,2019-08-01,Los Angeles,0,80216,7596.0,White
book stores and news dealers,2019-09-01,Los Angeles,0,80216,7596.0,White
book stores and news dealers,2019-09-01,Los Angeles,0,80216,7596.0,White
book stores and news dealers,2019-10-01,Los Angeles,0,80216,7596.0,White
book stores and news dealers,2019-10-01,Los Angeles,0,80216,7596.0,White
book stores and news dealers,2019-11-01,Los Angeles,0,80216,7596.0,White
book stores and news dealers,2019-11-01,Los Angeles,0,80216,7596.0,White
book stores and news dealers,2019-12-01,Los Angeles,0,80216,7596.0,White
book stores and news dealers,2019-12-01,Los Angeles,0,80216,7596.0,White
broadcasting except internet,2019-01-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-01-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-01-01,Los Angeles,9744,80216,66608.0,White
broadcasting except internet,2019-01-01,Los Angeles,9744,80216,66608.0,White
broadcasting except internet,2019-01-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-01-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-01-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-01-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-02-01,Los Angeles,3160,80216,66608.0,White
broadcasting except internet,2019-02-01,Los Angeles,3160,80216,66608.0,White
broadcasting except internet,2019-02-01,Los Angeles,9902,80216,66608.0,White
broadcasting except internet,2019-02-01,Los Angeles,9902,80216,66608.0,White
broadcasting except internet,2019-02-01,Los Angeles,3160,80216,66608.0,White
broadcasting except internet,2019-02-01,Los Angeles,3160,80216,66608.0,White
broadcasting except internet,2019-02-01,Los Angeles,3160,80216,66608.0,White
broadcasting except internet,2019-02-01,Los Angeles,3160,80216,66608.0,White
broadcasting except internet,2019-03-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-03-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-03-01,Los Angeles,9639,80216,66608.0,White
broadcasting except internet,2019-03-01,Los Angeles,9639,80216,66608.0,White
broadcasting except internet,2019-03-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-03-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-03-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-03-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-04-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-04-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-04-01,Los Angeles,9533,80216,66608.0,White
broadcasting except internet,2019-04-01,Los Angeles,9533,80216,66608.0,White
broadcasting except internet,2019-04-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-04-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-04-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-04-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-05-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-05-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-05-01,Los Angeles,9428,80216,66608.0,White
broadcasting except internet,2019-05-01,Los Angeles,9428,80216,66608.0,White
broadcasting except internet,2019-05-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-05-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-05-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-05-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-06-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-06-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-06-01,Los Angeles,9533,80216,66608.0,White
broadcasting except internet,2019-06-01,Los Angeles,9533,80216,66608.0,White
broadcasting except internet,2019-06-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-06-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-06-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-06-01,Los Angeles,3054,80216,66608.0,White
broadcasting except internet,2019-07-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-07-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-07-01,Los Angeles,9270,80216,66608.0,White
broadcasting except internet,2019-07-01,Los Angeles,9270,80216,66608.0,White
broadcasting except internet,2019-07-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-07-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-07-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-07-01,Los Angeles,3107,80216,66608.0,White
broadcasting except internet,2019-08-01,Los Angeles,3160,80216,66608.0,White
broadcasting except internet,2019-08-01,Los Angeles,3160,80216,66608.0,White
broadcasting except internet,2019-08-01,Los Angeles,9164,80216,66608.0,White
broadcasting except internet,2019-08-01,Los Angeles,9164,80216,66608.0,White
broadcasting except internet,2019-08-01,Los Angeles,3160,80216,66608.0,White
broadcasting except internet,2019-08-01,Los Angeles,3160,80216,66608.0,White
broadcasting except internet,2019-08-01,Los Angeles,3160,80216,66608.0,White
broadcasting except internet,2019-08-01,Los Angeles,3160,80216,66608.0,White
broadcasting except internet,2019-09-01,Los Angeles,3213,80216,66608.0,White
broadcasting except internet,2019-09-01,Los Angeles,3213,80216,66608.0,White
broadcasting except internet,2019-09-01,Los Angeles,9323,80216,66608.0,White
broadcasting except internet,2019-09-01,Los Angeles,9323,80216,66608.0,White
broadcasting except internet,2019-09-01,Los Angeles,3213,80216,66608.0,White
broadcasting except internet,2019-09-01,Los Angeles,3213,80216,66608.0,White
broadcasting except internet,2019-09-01,Los Angeles,3213,80216,66608.0,White
broadcasting except internet,2019-09-01,Los Angeles,3213,80216,66608.0,White
broadcasting except internet,2019-10-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-10-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-10-01,Los Angeles,9323,80216,66608.0,White
broadcasting except internet,2019-10-01,Los Angeles,9323,80216,66608.0,White
broadcasting except internet,2019-10-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-10-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-10-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-10-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-11-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-11-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-11-01,Los Angeles,9533,80216,66608.0,White
broadcasting except internet,2019-11-01,Los Angeles,9533,80216,66608.0,White
broadcasting except internet,2019-11-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-11-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-11-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-11-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-12-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-12-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-12-01,Los Angeles,9481,80216,66608.0,White
broadcasting except internet,2019-12-01,Los Angeles,9481,80216,66608.0,White
broadcasting except internet,2019-12-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-12-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-12-01,Los Angeles,3265,80216,66608.0,White
broadcasting except internet,2019-12-01,Los Angeles,3265,80216,66608.0,White
business support services,2019-01-01,Los Angeles,2513,80216,27896.0,White
business support services,2019-01-01,Los Angeles,2513,80216,27896.0,White
business support services,2019-02-01,Los Angeles,2530,80216,27896.0,White
business support services,2019-02-01,Los Angeles,2530,80216,27896.0,White
business support services,2019-03-01,Los Angeles,2513,80216,27896.0,White
business support services,2019-03-01,Los Angeles,2513,80216,27896.0,White
business support services,2019-04-01,Los Angeles,2563,80216,27896.0,White
business support services,2019-04-01,Los Angeles,2563,80216,27896.0,White
business support services,2019-05-01,Los Angeles,2563,80216,27896.0,White
business support services,2019-05-01,Los Angeles,2563,80216,27896.0,White
business support services,2019-06-01,Los Angeles,2513,80216,27896.0,White
business support services,2019-06-01,Los Angeles,2513,80216,27896.0,White
business support services,2019-07-01,Los Angeles,2597,80216,27896.0,White
business support services,2019-07-01,Los Angeles,2597,80216,27896.0,White
business support services,2019-08-01,Los Angeles,2580,80216,27896.0,White
business support services,2019-08-01,Los Angeles,2580,80216,27896.0,White
business support services,2019-09-01,Los Angeles,2563,80216,27896.0,White
business support services,2019-09-01,Los Angeles,2563,80216,27896.0,White
business support services,2019-10-01,Los Angeles,2646,80216,27896.0,White
business support services,2019-10-01,Los Angeles,2646,80216,27896.0,White
business support services,2019-11-01,Los Angeles,2680,80216,27896.0,White
business support services,2019-11-01,Los Angeles,2680,80216,27896.0,White
business support services,2019-12-01,Los Angeles,2680,80216,27896.0,White
business support services,2019-12-01,Los Angeles,2680,80216,27896.0,White
child day care services,2019-01-01,Los Angeles,807,80216,46408.0,White
child day care services,2019-01-01,Los Angeles,807,80216,46408.0,White
child day care services,2019-02-01,Los Angeles,819,80216,46408.0,White
child day care services,2019-02-01,Los Angeles,819,80216,46408.0,White
child day care services,2019-03-01,Los Angeles,823,80216,46408.0,White
child day care services,2019-03-01,Los Angeles,823,80216,46408.0,White
child day care services,2019-04-01,Los Angeles,827,80216,46408.0,White
child day care services,2019-04-01,Los Angeles,827,80216,46408.0,White
child day care services,2019-05-01,Los Angeles,839,80216,46408.0,White
child day care services,2019-05-01,Los Angeles,839,80216,46408.0,White
child day care services,2019-06-01,Los Angeles,811,80216,46408.0,White
child day care services,2019-06-01,Los Angeles,811,80216,46408.0,White
child day care services,2019-07-01,Los Angeles,754,80216,46408.0,White
child day care services,2019-07-01,Los Angeles,754,80216,46408.0,White
child day care services,2019-08-01,Los Angeles,799,80216,46408.0,White
child day care services,2019-08-01,Los Angeles,799,80216,46408.0,White
child day care services,2019-09-01,Los Angeles,831,80216,46408.0,White
child day care services,2019-09-01,Los Angeles,831,80216,46408.0,White
child day care services,2019-10-01,Los Angeles,843,80216,46408.0,White
child day care services,2019-10-01,Los Angeles,843,80216,46408.0,White
child day care services,2019-11-01,Los Angeles,847,80216,46408.0,White
child day care services,2019-11-01,Los Angeles,847,80216,46408.0,White
child day care services,2019-12-01,Los Angeles,847,80216,46408.0,White
child day care services,2019-12-01,Los Angeles,847,80216,46408.0,White
colleges universities and professional schools including junior colleges,2019-01-01,Los Angeles,17524,80216,262436.0,White
colleges universities and professional schools including junior colleges,2019-01-01,Los Angeles,17524,80216,262436.0,White
colleges universities and professional schools including junior colleges,2019-02-01,Los Angeles,19460,80216,262436.0,White
colleges universities and professional schools including junior colleges,2019-02-01,Los Angeles,19460,80216,262436.0,White
colleges universities and professional schools including junior colleges,2019-03-01,Los Angeles,19434,80216,262436.0,White
colleges universities and professional schools including junior colleges,2019-03-01,Los Angeles,19434,80216,262436.0,White
